artist,nonmale,non-cis,race,ethnicity,primary status,REPS,gender,corpora,source,comments
Boz Scaggs,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Boz_Scaggs,
Brand New,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Brand_New_(band),
Breaking Benjamin,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Breaking_Benjamin,
Bring Me the Horizon,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Bring_Me_the_Horizon,
Britney Spears,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Britney_Spears,
Bryan Adams,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/073/000023004/,Canadian
Buckcherry,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Buckcherry,
Buckethead,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Buckethead,
Buggles,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/The_Buggles,
Built to Spill,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Built_to_Spill,
Bush,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Bush_(British_band),English
Busted,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Busted_(band),English
Butthole Surfers,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Butthole_Surfers,
Cage the Elephant,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Cage_the_Elephant,
CAKE,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Cake_(band),
Calogero,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Calogero_(singer),French but with Italian parents
Camel,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Camel_(band),English
Candlebox,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Candlebox,
Capital Cities,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Capital_Cities_(band),
Captain Beefheart and his Magic band,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/The_Magic_Band,
Carla Bruni,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Carla_Bruni,French
Carly Rae Jepsen,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/582/000345544/,
Carole King,1,0,0,0,1,0,1,UG,,
Carpenters,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/The_Carpenters,disability: anorexia
Casting Crowns,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Casting_Crowns,
Cat Stevens,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/717/000024645/,Swedish and Greek. converted to Islam
Catfish and the Bottlemen,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Catfish_and_the_Bottlemen,English
Celine Dion,1,0,0,0,1,0,1,UG,,
Chet Atkins,0,0,0,0,0,0,0,UG,,
Chevelle,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Chevelle_(band),
Chiodos,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Chiodos,
Chris Cornell,0,0,0,1,0,0,0,UG,https://www.nndb.com/people/188/000098891/,Greek*
Chris de Burgh,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/602/000132206/,Irish
Chris Isaak,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/456/000025381/,
Christina Aguilera,1,0,0,1,1,0,1,UG,https://web.archive.org/web/20140331213217/https://people.com/people/christina_aguilera/biography/,father is an immigrant from Ecuador
Christina Grimmie,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Christina_Grimmie,
Christina Perri,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/792/000281946/,
Christopher Cross,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/046/000095758/,
Chunk! No Captain Chunk!,0,0,0,0,0,0,0,UG,"https://en.wikipedia.org/wiki/Chunk!_No,_Captain_Chunk!",French
Cinderella,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Cinderella_(band),
Circa Survive,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Circa_Survive,
CKY,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/CKY_(band),
Clueso,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Clueso,German
Clutch,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Clutch_(band),
Colbie Caillat,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/674/000349624/,
Coldplay,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Coldplay,English
Comeback Kid,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Comeback_Kid_(band),Canadian
Concrete Blonde,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Concrete_Blonde,"one female member, but she is the founder and lead singer. I was unable to establish Gabriel Ramerez Quezada's race/ethnicity."
Converge,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Converge_(band),
Counterparts,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Counterparts_(band),Canadian
Counting Crows,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Counting_Crows,
Cowboy Junkies,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Cowboy_Junkies,female member is lead singer
Crazy Town,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Crazy_Town,
Crossfade,0,0,0,0,0,0,0,UG,https://www.discogs.com/artist/910034-Crossfade-5,
Crowded House,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Crowded_House,Australian
Damon Albarn,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/701/000095416/,English
Dance Gavin Dance,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dance_Gavin_Dance,
Daniel Bedingfield,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Daniel_Bedingfield,New Zealand
Danzig,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Danzig_(band),
Daughter,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Daughter_(band),English/Irish. female member is lead singer and founder
Dave Mason,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dave_Mason,English
David Gilmour,0,0,0,0,0,0,0,UG,,
David Lee Roth,0,0,0,0,0,0,0,UG,,
Dead Boys,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dead_Boys,
Death Cab for Cutie,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Death_Cab_for_Cutie,
Death From Above 1979,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Death_from_Above_(band),Canadian
Deep Blue Something,0,0,0,0,0,0,0,UG,https://www.famousfix.com/topic/deep-blue-something,
Deep Purple,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Deep_Purple,
Def Leppard,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Def_Leppard,English. Disability: Allen had his left arm amputated
Del Shannon,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/653/000045518/,
Delta Goodrem,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/990/000024918/,
Devo,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Devo,
DeVotchKa,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/DeVotchKa,
DG Hagar,0,0,0,0,0,0,0,UG,,
Dido,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Dido_(singer),English
Die Prinzen,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Die_Prinzen,German
Die Toten Hosen,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Die_Toten_Hosen,German
Dio,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dio_(band),
Dire Straits,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dire_Straits,English
Disturbed,0,0,0,1,0,0,0,UG,https://en.wikipedia.org/wiki/Disturbed_(band),Draiman is Jewish
Dizzy Mizz Lizzy,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dizzy_Mizz_Lizzy,Danish
Doe Maar,0,0,0,1,0,0,0,UG,https://en.wikipedia.org/wiki/Doe_Maar,Dutch. Jansz is Indonesian.
Dokken,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dokken,
Don Henley,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/080/000023011/,
Dragon,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dragon_(band),New Zealand
Dropkick Murphys,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dropkick_Murphys,
Duane Eddy,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/802/000064610/,
Duffy,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/927/000206309/,Welsh
Dusty Springfield,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/084/000023015/,bisexual
Eagles,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Eagles_(band),
Eagles of Death Metal,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Eagles_of_Death_Metal,
Echosmith,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Echosmith,
Ed Sheeran,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/878/000343846/,
Eddie Money,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/938/000024866/,
Edwin McCain,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/508/000349458/,
Edwyn Collins,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Edwyn_Collins,Scottish
Eels,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Eels_(band),
Electric Light Orchestra,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Electric_Light_Orchestra,English
Electric Six,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Electric_Six,
Elle King,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/852/000400649/,
Elvin Bishop,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/785/000116437/,
Elvis Costello,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/509/000024437/,
Enter Shikari,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Enter_Shikari,
Eric Johnson,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/271/000109941/,
Escape the Fate,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Escape_the_Fate,Radke is part Portugese and part Blackfoot. Was unable to definitively identify Espinosa's race/ethnicity
Europe,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Europe_(band),Swedish
Eurythmics,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Eurythmics,British
Eve 6,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Eve_6,
Everclear,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Everclear_(band),
Everything Everything,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Everything_Everything,English
Explosions in the Sky,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Explosions_in_the_Sky,
Extreme,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Extreme_(band),
Face to Face,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Face_to_Face_(punk_band),
Faces,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Faces_(band),English
Failure,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Failure_(band),
Faith Hill,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Faith_Hill,
Faith No More,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Faith_No_More,
Falco,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Falco_(musician),Austrian
Fall Out Boy,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fall_Out_Boy,
Falling In Reverse,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Falling_in_Reverse,
Fastball,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fastball_(band),
Faster Pussycat,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Faster_Pussycat,
Fergie,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/980/000109653/,bisexual
Fever Ray,1,1,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Karin_Dreijer,Swedish
Filter,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Filter_(band),
Flogging Molly,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Flogging_Molly,
Florence + The Machine,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Florence_and_the_Machine,
Foals,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Foals_(band),English. Philippakis is Greek
Foo Fighters,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Foo_Fighters,
Foreigner,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Foreigner_(band),British-American
Foster the People,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Foster_the_People,
Fountains of Wayne,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fountains_of_Wayne,
Four Year Strong,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Four_Year_Strong,
Fra Lippo Lippi,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fra_Lippo_Lippi_(band),Norwegian
France Gall,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/France_Gall,French
Francis Cabrel,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Francis_Cabrel,French
Frank Sinatra,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Frank_Sinatra,
Frank Zappa,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/737/000024665/,
Frankie Goes to Hollywood,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Frankie_Goes_to_Hollywood,English
Frankie Valli,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/976/000023907/,
Franz Ferdinand,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Franz_Ferdinand_(band),Scottish
Free,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Free_(band),English
From First to Last,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/From_First_to_Last,
Fu Manchu,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fu_Manchu_(band),
Fuel,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fuel_(band),
Fun.,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Fun_(band),
Funeral for a Friend,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Funeral_for_a_Friend,Welsh
Gabrielle Aplin,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Gabrielle_Aplin,English
Garbage,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Garbage_(band),female member is lead singer
Gary Moore,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/839/000086581/,Irish
Gary Numan,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/579/000025504/,
George Michael,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/922/000025847/,English. gay
Georges Brassens,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Georges_Brassens,French
Gerry & The Pacemakers,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Gerry_and_the_Pacemakers,British
Ghost,0,0,0,0,0,0,0,UG,,
Gin Blossoms,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Gin_Blossoms,
Girls Aloud,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Girls_Aloud,English/Irish
God Help the Girl,1,0,0,0,0,0,0,UG,,"Name of a band and album, comprised of members of Scottish group Belle and Sebastian."
Godsmack,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Godsmack,
Goldfinger,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Goldfinger_(band),
Goo Goo Dolls,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Goo_Goo_Dolls,
Gotye,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Gotye,Belgian-born Australian
Grateful Dead,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Grateful_Dead,
Graveyard,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Graveyard_(band),Swedish
Great White,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Great_White,
Green Day,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Green_Day,
Guano Apes,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Guano_Apes,German
Gwen Stefani,1,0,0,0,1,0,1,UG,,
HAIM,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Haim_(band),
Haken,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Haken_(band),English
Halestorm,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Halestorm,
Half Moon Run,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Half_Moon_Run,Canadian
Hands Like Houses,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hands_Like_Houses,Australian
Hannah Montana,1,0,0,0,0,0,0,UG,,
Hanson,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hanson_(band),
Harry Nilsson,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/489/000043360/,
Harvey Danger,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Harvey_Danger,
Hatebreed,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hatebreed,
Hawthorne Heights,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hawthorne_Heights,
Herman's Hermits,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Herman's_Hermits,
Hilary Duff,1,0,0,0,1,0,1,UG,,
Hillsong United,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hillsong_United,
HIM,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/HIM_(Finnish_band),Finnish
Hinder,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hinder,
Hollywood Undead,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hollywood_Undead,
Hoobastank,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Hoobastank,
Hooverphonic,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Hooverphonic,Belgian
Hurriganes,0,0,0,1,0,0,0,UG,,Finnish rock band
Icon For Hire,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Icon_for_Hire,female member is lead singer
Imagine Dragons,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Imagine_Dragons,they have had a handful of female members throughout the years but never for more than two years and never in a prominent role
Imogen Heap,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Imogen_Heap,English
Indochine,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Indochine_(band),French
Interpol,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Interpol_(band),Dengler is Colombian on his mother's side
J. Frank Wilson and The Cavaliers,0,0,0,0,0,0,0,UG,https://www.discogs.com/artist/852997-J-Frank-Wilson-And-The-Cavaliers,
J.J. Cale,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/J._J._Cale,
Jack White,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jack_White,
Jacques Brel,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jacques_Brel,Belgian
James Arthur,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/James_Arthur,English
James Blake,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/James_Blake_(musician),English
James Blunt,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/217/000109887/,
James Gang,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/James_Gang,
James Morrison,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/432/000356361/,
Jamiroquai,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jamiroquai,English
Jane's Addiction,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jane%27s_Addiction,
Japandroids,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Japandroids,Canadians
Jars of Clay,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jars_of_Clay,
Jason Becker,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jason_Becker,
Jason Donovan,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/135/000111799/,
Jason Mraz,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/660/000045525/,bisexual
Jeanette,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Jeanette_(singer),British-born Spanish
Jeff Healey,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/188/000349138/,
Jefferson Airplane,1,0,0,0,0,0,0,UG,,Anderson was the group's only female member and eventually left in the mid 70s
Jem,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Jem_(singer),Welsh
Jessie J,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/789/000281943/,"English, bisexual"
Jet,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jet_(Australian_band),Australian
Jewel,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Jewel_(singer),
Jimmy Eat World,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jimmy_Eat_World,
Joan Jett,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/806/000025731/,sexuality is disputed
Joan Osborne,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/549/000164057/,bisexual
Joe Bonamassa,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Joe_Bonamassa,
Joe Jackson,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/383/000025308/,English
Joe Satriani,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/992/000103683/,
Joe Walsh,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/873/000062687/,
John 5,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/John_5_(guitarist),
John Cafferty and the Beaver Brown band,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/John_Cafferty_and_the_Beaver_Brown_Band,
John Cale,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/322/000048178/,Welsh
John Farnham,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/John_Farnham,British-born Australian
John Fogerty,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/675/000024603/,
John Frusciante,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/824/000058650/,
John Mayall & The Bluesbreakers,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/John_Mayall_&_the_Bluesbreakers,
John Mayer,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/646/000108322/,
John Mellencamp,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/147/000025072/,
John Newman,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/John_Newman_(singer),English
John Waite,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/327/000112988/,
Johnny Hallyday,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/120/000111784/,French
Johnny Winter,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/874/000062688/,
Jonas Brothers,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Jonas_Brothers,disability: Nick has type 1 diabetes
Josh Groban,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/927/000044795/,
Julian Casablancas,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/239/000098942/,Spanish/Danish
Justin Bieber,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/220/000213578/,
Justin Timberlake,0,0,0,0,0,0,0,UG,https://www.nndb.com/people/034/000022965/,
Kaleo,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Kaleo_(band),Icelandic
Kansas,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Kansas_(band),
Karnivool,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Karnivool,Australian
Kasabian,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Kasabian,English
Katatonia,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Katatonia,Swedish
Kate Nash,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Kate_Nash,English
Katharine McPhee,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/075/000159595/,
Katie Melua,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Katie_Melua,Georgian/British
Katy Perry,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/906/000173387/,
Keane,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Keane_(band),English
Kelly Clarkson,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/658/000045523/,
Kesha,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/165/000252406/,
Kid Rock,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Kid_Rock,
Kim Carnes,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/748/000024676/,
Kim Wilde,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/875/000062689/,English
King Crimson,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/King_Crimson,English
King Gizzard & The Lizard Wizard,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/King_Gizzard_&_the_Lizard_Wizard,Australian
Kings of Leon,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Kings_of_Leon,
Knuckle Puck,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Knuckle_Puck,
Kylie Minogue,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/109/000023040/,Australian
Kyuss,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Kyuss,
L.A. Guns,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/L.A._Guns,
L7,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/L7_(band),
Lady Antebellum,1,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Lady_A,
Lady Gaga,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Lady_Gaga,considered a gay icon
Lady Pank,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Lady_Pank,
LaFee,1,0,0,0,1,0,1,UG,,Christina Kline
Lana Del Rey,1,0,0,0,1,0,1,UG,https://www.nndb.com/people/793/000281947/,
Lazlo Bane,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Lazlo_Bane,
Lena Meyer-Landrut,1,0,0,0,1,0,1,UG,https://en.wikipedia.org/wiki/Lena_Meyer-Landrut,German
Lenka,1,0,0,0,1,0,1,UG,,Lenka Pripac
Leonard Cohen,0,0,0,0,0,0,0,UG,,
Leprous,0,0,0,0,0,0,0,UG,,Swedish rock band
Less Than Jake,0,0,0,1,0,0,0,UG,,bassist Roger Lima (Brazilian-American)
Lifehouse,0,0,0,0,0,0,0,UG,,
Lily Allen,1,0,0,0,1,0,1,UG,,
Limp Bizkit,0,0,0,0,0,0,0,UG,,
Lindsay Lohan,1,0,0,0,0,0,0,UG,,
Linkin Park,0,0,0,0,0,0,0,UG,,
Liquid Tension Experiment,0,0,0,0,0,0,0,UG,,
