artist,nonmale,non-cis,race,ethnicity,primary status,REPS,gender,corpora,source,comments
Crosby Stills & Nash,0,0,0,0,0,0,0,MBB + UG,"https://en.wikipedia.org/wiki/Crosby,_Stills,_Nash_&_Young",
Cyndi Lauper,1,0,0,0,1,0,1,MBB + UG,https://en.wikipedia.org/wiki/Cyndi_Lauper,
Dean Martin,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/871/000023802/,
Donovan,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Donovan,Scottish. Disability: childhood polio left him with a limp
Duran Duran,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Duran_Duran,English
Emerson Lake & Palmer,0,0,0,0,0,0,0,MBB + UG,"https://en.wikipedia.org/wiki/Emerson,_Lake_%26_Palmer",English
Engelbert Humperdinck,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/900/000023831/,English
FireHouse,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/FireHouse,
Focus,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Focus_(band),Dutch
Genesis,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Genesis_(band),English
George Harrison,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/661/000024589/,
Glen Campbell,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/899/000023830/,
Golden Earring,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Golden_Earring,Dutch
Grand Funk Railroad,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Grand_Funk_Railroad,
Hall & Oates,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Hall_%26_Oates,
Harry Chapin,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/842/000031749/,
Heart,1,0,0,0,1,0,1,MBB + UG,https://en.wikipedia.org/wiki/Heart_(band),Nancy and Ann Wilson
Huey Lewis & The News,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Huey_Lewis_and_the_News,
INXS,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/INXS,Australian
Iron Butterfly,0,0,0,0,0,0,0,MBB + UG,https://ironbutterfly.com/about/,
James Taylor,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/891/000024819/,
Jeff Beck,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/604/000024532/,English
Jethro Tull,1,1,0,0,0,0,0,MBB + UG,"https://en.wikipedia.org/wiki/Jethro_Tull_(band), https://crazyonclassicrock.com/2015/05/23/gay-lesbian-and-bisexual-musicians-in-classic-rock-and-oldies/",Dee Palmer - transgender and intersex
Jimmy Buffett,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/774/000024702/,
Joe Cocker,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/557/000022491/,
John Denver,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/164/000026086/,
Judas Priest,0,0,0,0,0,0,0,MBB + UG,"https://en.wikipedia.org/wiki/Judas_Priest, https://crazyonclassicrock.com/2015/05/23/gay-lesbian-and-bisexual-musicians-in-classic-rock-and-oldies/",English. Halford is gay
Kate Bush,1,0,0,0,1,0,1,MBB + UG,https://www.nndb.com/people/504/000025429/,
Kenny Rogers,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/090/000023021/,
Kiss,0,0,0,1,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Kiss_(band),Jewish
Laura Branigan,1,0,0,0,1,0,1,MBB + UG,https://www.nndb.com/people/520/000025445/,
Leo Sayer,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/322/000049175/,English
Lesley Gore,1,0,0,1,1,0,1,MBB + UG,https://www.nndb.com/people/742/000044610/,Goldstein is Jewish and a lesbian
Level 42,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Level_42,English
Linda Ronstadt,1,0,0,0,1,0,1,MBB + UG,https://www.nndb.com/people/047/000022978/,
Little River Band,0,0,0,0,0,0,0,MBB + UG,https://reallittleriverband.com/about-us/,Australian
Looking Glass,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Looking_Glass_(Looking_Glass_album),
Lynyrd Skynyrd,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Lynyrd_Skynyrd,
Madonna,1,0,0,0,1,0,1,MBB + UG,https://www.nndb.com/people/480/000023411/,bisexual
Marc Cohn,0,0,0,1,0,0,0,MBB + UG,https://www.nndb.com/people/240/000109910/,Jewish
Michael Sembello,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/128/000402916/,
Pat Benatar,1,0,0,0,1,0,1,MBB + UG,https://www.nndb.com/people/055/000022986/,
Paul McCartney,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/070/000023001/,English
Paul Simon,0,0,0,1,0,0,0,MBB + UG,https://www.nndb.com/people/167/000023098/,Jewish
Pet Shop Boys,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Pet_Shop_Boys,English. Tennent is gay
Peter Gabriel,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/079/000023010/,
Phil Collins,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/587/000022521/,
Pink Floyd,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Pink_Floyd,
Poison,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Poison_(American_band),
REO Speedwagon,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/REO_Speedwagon,
Rick Derringer,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/659/000025584/,
Rick Springfield,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/007/000024932/,Australian
Robert Palmer,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/290/000022224/,
Roxette,1,0,0,0,1,0,1,MBB + UG,https://en.wikipedia.org/wiki/Roxette,Swedish
Rush,0,0,0,1,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Rush_(band),Lee is Jewish. Lifeson is Serbian.
Santo & Johnny,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Santo_&_Johnny,Italian
Simple Minds,1,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Simple_Minds,Scottish
Spandau Ballet,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Spandau_Ballet,English
Steve Miller band,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Steve_Miller_Band,
Sting,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Sting_(musician),
Talking Heads,1,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Talking_Heads,
Ten Years After,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Ten_Years_After,English
The Cure,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/The_Cure,English
The Doobie Brothers,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/The_Doobie_Brothers#Members,
The Hollies,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/The_Hollies,British
The J. Geils band,0,0,0,1,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/The_J._Geils_Band,Justman is Jewish
The Ventures,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/The_Ventures,
The Yardbirds,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/The_Yardbirds,
Tom Jones,0,0,0,0,0,0,0,MBB + UG,https://www.nndb.com/people/347/000025272/,
Van Halen,0,0,0,1,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Van_Halen,Roth is Jewish
Wham!,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Wham!,English. George Michael is gay
Whitesnake,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/Whitesnake,English
ZZ Top,0,0,0,0,0,0,0,MBB + UG,https://en.wikipedia.org/wiki/ZZ_Top,
Bill Haley and His Comets,0,0,0,0,0,0,0,RS200,https://en.wikipedia.org/wiki/Bill_Haley_%26_His_Comets,
Buddy Holly and the Crickets,0,0,0,0,0,0,0,RS200,https://en.wikipedia.org/wiki/The_Crickets,
Eminem,0,0,0,0,0,0,0,RS200,https://www.nndb.com/people/538/000024466/,
Gene Vincent,0,0,0,0,0,0,0,RS200,https://www.nndb.com/people/679/000070469/,
Hank Williams,0,0,0,0,0,0,0,RS200,https://en.wikipedia.org/wiki/Hank_Williams,
Patsy Cline,1,0,0,0,1,0,1,RS200,https://www.nndb.com/people/738/000026660/,
Pavement,0,0,0,0,0,0,0,RS200,https://en.wikipedia.org/wiki/Pavement_(band),
Sinead O'Connor,1,0,0,0,1,0,1,RS200,https://www.nndb.com/people/084/000026006/,bisexual
The Bobby Fuller Four,0,0,0,0,0,0,0,RS200,https://en.wikipedia.org/wiki/The_Bobby_Fuller_Four,
The Kingsmen,0,0,0,0,0,0,0,RS200,https://en.wikipedia.org/wiki/The_Kingsmen,
The Ramones,0,0,0,1,0,0,0,RS200,https://en.wikipedia.org/wiki/Ramones,Joey and Tommy are Jewish
Bonnie Raitt,1,0,0,0,1,0,1,RS200 + MBB,https://en.wikipedia.org/wiki/Bonnie_Raitt,has a degree in African studies and works as an activist
Joni Mitchell,0,0,0,0,1,0,0,RS200 + MBB,https://www.nndb.com/people/503/000024431/,
The Beastie Boys,0,0,0,1,0,0,0,RS200 + MBB,"https://en.wikipedia.org/wiki/Beastie_Boys, https://en.wikipedia.org/wiki/Category:Jewish_hip_hop_groups",
The Eagles,0,0,0,0,0,0,0,RS200 + MBB,https://en.wikipedia.org/wiki/Eagles_(band),
ABBA,1,0,0,0,1,0,1,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/ABBA,Swedish
Aerosmith,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Aerosmith,
Bob Dylan,0,0,0,1,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Bob_Dylan,Jewish
Bruce Springsteen,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Bruce_Springsteen,
Cream,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Cream_(band),English
Creedence Clearwater Revival,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival,
David Bowie,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/076/000023007/,https://www.nytimes.com/2016/01/14/style/was-he-gay-bisexual-or-bowie-yes.html
Elton John,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/528/000022462/,English. gay
Elvis Presley,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/363/000024291/,
Eric Clapton,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/670/000024598/,
Janis Joplin,1,0,0,0,1,0,1,RS200 + MMBB + UG,https://www.nndb.com/people/212/000022146/,bisexual
Johnny Cash,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/776/000023707/,
Led Zeppelin,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Led_Zeppelin,English
Metallica,0,0,0,1,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Metallica,"Ulrich is Jewish, Trujiillo (bassist) is Indigenous-Mexican American"
Queen,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Queen_(band),Mercury is bisexual and considered an LGBTQ icon.
Rod Stewart,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/155/000023086/,English
Roy Orbison,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://www.nndb.com/people/743/000024671/,
Simon & Garfunkel,0,0,0,1,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Simon_&_Garfunkel,Both are of Hungarian/Romanian Jewish descent.
Steppenwolf,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/Steppenwolf_(band),Canadian. Kay fled German controlled Prussia as an infant during WW2
The band,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Band,Robertson's mother was Cayuga and Mohawk
The Beach Boys,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Beach_Boys,
The Beatles,0,0,0,0,0,0,0,RS200 + MMBB + UG,"https://en.wikipedia.org/wiki/The_Beatles, https://www.jewishtimes.com/the-beatles-jewish-roots/","English. Ringo Starr and Paul McCartney both married Jewish women, and their manager was Jewish"
The Byrds,0,0,0,1,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Byrds,Clark has Native American heritage. Hillman is Jewish on his father's side.
The Doors,0,0,0,1,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Doors,Krieger is Jewish
The Everly Brothers,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Everly_Brothers,
The Kinks,0,0,0,0,0,0,0,RS200 + MMBB + UG,"https://en.wikipedia.org/wiki/The_Kinks, https://crazyonclassicrock.com/2015/05/23/gay-lesbian-and-bisexual-musicians-in-classic-rock-and-oldies/",Davies is bisexual
The Police,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Police,
The Righteous Brothers,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Righteous_Brothers,
The Rolling Stones,0,0,0,1,0,0,0,RS200 + MMBB + UG,"https://en.wikipedia.org/wiki/The_Rolling_Stones, https://crazyonclassicrock.com/2015/05/29/romani-classic-rock-musicians/",
The Who,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/The_Who,Townsend is bisexual
U2,0,0,0,0,0,0,0,RS200 + MMBB + UG,https://en.wikipedia.org/wiki/U2,Irish
Guns N' Roses,0,0,1,0,0,0,0,RS200 + UG,"https://en.wikipedia.org/wiki/Guns_N%27_Roses, https://crazyonclassicrock.com/2021/02/24/every-black-1-of-the-60s-70s-and-80s/",
AC/DC,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/AC/DC,Australian/Scottish
Beck,0,0,0,1,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Beck,Jewish
Big Star,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Big_Star,
Buddy Holly,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Buddy_Holly,
Buffalo Springfield,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Buffalo_Springfield,disability: Stills suffered from partial hearing loss since childhood
Carl Perkins,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Carl_Perkins,
Derek and the Dominos,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Derek_and_the_Dominos,
Eddie Cochran,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/223/000061040/,English
Fleetwood Mac,1,0,0,0,1,0,1,RS200 + UG,https://en.wikipedia.org/wiki/Fleetwood_Mac,
Iggy Pop,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/520/000024448/,
Jeff Buckley,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/229/000098932/,
Jerry Lee Lewis,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/867/000023798/,
John Lennon,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/294/000026216/,sexuality is disputed
Joy Division,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Joy_Division,English. disability: Curtis had epilepsy
Neil Young,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/694/000024622/,
New Order,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/New_Order_(band),English
Nirvana,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Nirvana_(band),Cobain was bisexual (disputed). Novoselic is Croation
Procol Harum,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Procol_Harum,"English. At least 15 previous members, nearly all of which are English musicians"
R.E.M.,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/R.E.M.,Stipe identifies as queer
Radiohead,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Radiohead,
Sex Pistols,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/Sex_Pistols,English
The Animals,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/The_Animals,English
The B-52s,1,0,0,0,1,0,1,RS200 + UG,"https://en.wikipedia.org/wiki/The_B-52's, https://crazyonclassicrock.com/2015/05/23/gay-lesbian-and-bisexual-musicians-in-classic-rock-and-oldies/","Schneider, Wilson, and Strickland are gay. Pierson is bisexual."
The Clash,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/The_Clash,English
The Velvet Underground,1,0,0,1,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/The_Velvet_Underground,Reed is Jewish
The Verve,0,0,0,0,0,0,0,RS200 + UG,https://en.wikipedia.org/wiki/The_Verve,English
Tom Petty,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/100/000025025/,
Van Morrison,0,0,0,0,0,0,0,RS200 + UG,https://www.nndb.com/people/683/000024611/,Irish
Jean-Jacques Goldman,0,0,0,1,1,0,0,UG,https://en.wikipedia.org/wiki/Jean-Jacques_Goldman,"French, Jewish"
Jim Croce,0,0,0,1,1,0,0,UG,https://www.nndb.com/people/192/000061009/,Jewish
Joe Dassin,0,0,0,1,1,0,0,UG,https://en.wikipedia.org/wiki/Joe_Dassin,Jewish
Regina Spektor,1,0,0,1,1,0,1,UG,https://www.nndb.com/people/481/000160998/,Jewish
Say Anything,0,0,0,1,0,0,0,UG,https://en.wikipedia.org/wiki/Say_Anything_(band),Bemis is Jewish
Serge Gainsbourg,0,0,0,1,0,0,0,UG,https://www.nndb.com/people/013/000044878/,"French, Jewish"
311,0,0,1,0,0,0,0,UG,,S.A. Martinez
5 Seconds Of Summer,0,0,1,0,0,0,0,UG,,Callum Hood
A Perfect Circle,0,0,1,0,0,0,0,UG,,James Iha
Alien Ant Farm,0,0,1,0,0,0,0,UG,,
Amaranthe,1,0,1,0,0,0,0,UG,,"Swedish heavy metal, Elize Ryd"
American Authors,0,0,1,0,0,0,0,UG,,Matt Sanchez
Big Country,0,0,1,0,0,0,0,UG,,Tony Butler
Blue,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/Blue_(English_group),English
Dead Kennedys,0,0,1,0,0,0,0,UG,,D. H. Peligro is Black.
Deftones,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/Deftones,Cheng (member from 1990-2008) was Chinese-American
Dream Theater,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/Dream_Theater,Myung is Korean-American
Incubus,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/Incubus_(band),Pasillas is Mexican
Kaiser Chiefs,0,0,1,1,0,0,0,UG,"https://en.wikipedia.org/wiki/Kaiser_Chiefs, https://www.bbc.co.uk/sounds/play/p02ly2gx",English. Mistry is Indian
Maroon 5,0,0,1,0,0,0,0,UG,,PJ Morton
Newsboys,0,0,1,0,0,0,0,UG,,"Michael Tate, Christian rock band"
Plain White T's,0,0,1,0,0,0,0,UG,,Hamilton is African-American
Racer X,0,0,1,1,0,0,0,UG,https://en.wikipedia.org/wiki/Racer_X_(band),
Ramones,0,0,1,1,0,0,0,UG,,Tommy Ramone is Hungarian (POC). Not primary status.
Ratt,0,0,1,1,0,0,0,UG,https://en.wikipedia.org/wiki/Ratt,Croucier is Cuban
Soundgarden,0,0,1,1,0,0,0,UG,https://en.wikipedia.org/wiki/Soundgarden,Hiro Yamamoto was a member from 1984-1989
Spin Doctors,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/Spin_Doctors,
The Allman Brothers Band,0,0,1,0,0,0,0,UG,"https://en.wikipedia.org/wiki/The_Allman_Brothers_Band, https://crazyonclassicrock.com/2015/06/21/black-classic-rock-musicians/",
The Mighty Mighty Bosstones,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/The_Mighty_Mighty_Bosstones,
Timbaland,0,0,1,0,0,0,0,UG,,"rapper, singer, songwriter, DJ"
Toto,0,0,1,0,0,0,0,UG,,"Byron was lead singer at one point, Greg Phillinganes tours with group"
Train,1,0,1,0,0,0,0,UG,,Sakai Smith and Nikita Germaine Houston are backup singers on tours
Velvet Revolver,0,0,1,0,0,0,0,UG,https://en.wikipedia.org/wiki/Velvet_Revolver,
W.A.S.P.,0,0,1,1,0,0,0,UG,https://en.wikipedia.org/wiki/W.A.S.P._(band),Priester is Brazilian
883,0,0,0,0,0,0,0,UG,,
10 Years,0,0,0,0,0,0,0,UG,,
10cc,0,0,0,0,0,0,0,UG,,
3 Doors Down,0,0,0,0,0,0,0,UG,,
36 Crazyfists,0,0,0,0,0,0,0,UG,,
A Day to Remember,0,0,0,0,0,0,0,UG,,
A Flock of Seagulls,0,0,0,0,0,0,0,UG,,
A Skylit Drive,0,0,0,0,0,0,0,UG,,
a-ha,0,0,0,0,0,0,0,UG,,
Accept,0,0,0,0,0,0,0,UG,,
Ace of Base,1,0,0,0,1,0,1,UG,,
Adam Lambert,0,0,0,0,0,0,0,UG,,Adam is bisexual
Adele,1,0,0,0,1,0,1,UG,,
Adept,0,0,0,0,0,0,0,UG,,
AFI,0,0,0,0,0,0,0,UG,,
Against Me!,1,0,0,0,1,0,1,UG,,"Laura Grace is lead singer, songwriter, founding member"
Air Supply,0,0,0,0,0,0,0,UG,,
Airbourne,0,0,0,0,0,0,0,UG,,
Al Stewart,0,0,0,0,0,0,0,UG,,
Alain Bashung,0,0,0,0,0,0,0,UG,,
Alanis Morissette,1,0,0,0,1,0,1,UG,,Alanis
Alannah Myles,1,0,0,0,1,0,1,UG,,Alannah
Alcatrazz,0,0,0,0,0,0,0,UG,,
Alcest,0,0,0,0,0,0,0,UG,,
Alesana,0,0,0,0,0,0,0,UG,,
Alexandra Stan,1,0,0,0,1,0,1,UG,,Alexandra
Alexisonfire,0,0,0,0,0,0,0,UG,,
Alice in Chains,0,0,0,0,0,0,0,UG,,
Alkaline Trio,0,0,0,0,0,0,0,UG,,
All Time Low,0,0,0,0,0,0,0,UG,,
Alt-J,0,0,0,0,0,0,0,UG,,
Alter Bridge,0,0,0,0,0,0,0,UG,,
Alvvays,1,0,0,0,1,0,1,UG,,"Keri McLellan, Molly Rankin"
Amanda Marshall,1,0,0,0,1,0,1,UG,,Amanda Marshall
America,0,0,0,0,0,0,0,UG,,
American Football,0,0,0,0,0,0,0,UG,,
Amy Macdonald,1,0,0,0,1,0,1,UG,,Amy Macdonald
Anastacia,1,0,0,0,1,0,1,UG,,Anastacia NewKirk
Anathema,1,0,0,0,1,0,1,UG,,Lee Douglas
Anberlin,0,0,0,0,0,0,0,UG,,
Andrew Bird,0,0,0,0,0,0,0,UG,,
Andy Grammer,0,0,0,0,0,0,0,UG,,
Annie Lennox,1,1,0,0,1,0,1,UG,,"Lennox self-identifies as androgynous, she/her pronouns"
Anouk,1,0,0,0,0,0,0,UG,,
Anti-Flag,0,0,0,0,0,0,0,UG,,
Antony and the Johnsons,1,1,0,0,1,0,1,UG,,"Anohni identifies as a trans female, formerly Antony"
April Wine,0,0,0,0,0,0,0,UG,,
Aqua,1,0,0,0,1,0,1,UG,,Lene Nystrøm
Arcade Fire,1,0,0,0,1,0,1,UG,,"Régine Chassagne is founding member, lead singer"
Architects,0,0,0,0,0,0,0,UG,,
Archive,1,0,0,0,1,0,1,UG,,"Maria Q, Suzanne Wooder, Holly Martin"
Arctic Monkeys,0,0,0,0,0,0,0,UG,,
Ariana Grande,1,0,0,0,1,0,1,UG,,
As It Is,0,0,0,0,0,0,0,UG,,
As Tall as Lions,0,0,0,0,0,0,0,UG,,
Ashlee Simpson,1,0,0,0,1,0,1,UG,,Ashlee Simpson
Asking Alexandria,0,0,0,0,0,0,0,UG,,
Atlas Genius,0,0,0,0,0,0,0,UG,,
Audioslave,0,0,0,0,0,0,0,UG,,
Australian Crawl,0,0,0,0,0,0,0,UG,,
Autograph,0,0,0,0,0,0,0,UG,,
Avicii,0,0,0,0,0,0,0,UG,,Swedish DJ
Avril Lavigne,1,0,0,0,1,0,1,UG,,Avirl Lavigne
AWOLNATION,0,0,0,0,0,0,0,UG,,
Backstreet Boys,0,0,0,1,0,0,0,UG,,Dorough is Puerto Rican
Bad Religion,0,0,0,0,0,0,0,UG,,
Badly Drawn Boy,0,0,0,0,0,0,0,UG,,
Barbra Streisand,1,0,0,0,0,0,0,UG,,
Barclay James Harvest,0,0,0,0,0,0,0,UG,,
Barenaked Ladies,0,0,0,0,0,0,0,UG,,
Baroness,1,0,0,0,0,0,0,UG,,Gina Gleason
Barry Manilow,0,0,0,0,0,0,0,UG,,
Bastille,0,0,0,0,0,0,0,UG,,
Bauhaus,0,0,0,0,0,0,0,UG,,
Bayside,0,0,0,0,0,0,0,UG,,
BB Brunes,0,0,0,0,0,0,0,UG,,French rock band
Bea Miller,1,0,0,0,0,0,0,UG,,
Beach House,1,0,0,0,1,0,1,UG,,Victoria Legrand
Beartooth,0,0,0,0,0,0,0,UG,,
Bee Gees,0,0,0,0,0,0,0,UG,,
Being As An Ocean,0,0,0,0,0,0,0,UG,,
Belinda Carlisle,1,0,0,0,0,0,0,UG,,
Belle and Sebastian,1,0,0,0,1,0,1,UG,,Sarah Martin
Berlin,1,0,0,0,1,0,1,UG,,Terri Nunn
Better Than Ezra,0,0,0,0,0,0,0,UG,,
Biffy Clyro,0,0,0,0,0,0,0,UG,,
Big Wreck,0,0,0,0,0,0,0,UG,,
Billy Talent,0,0,0,0,0,0,0,UG,,
Birdy,1,0,0,0,0,0,0,UG,,
Black Flag,0,0,0,0,0,0,0,UG,,
Black Label Society,0,0,0,0,0,0,0,UG,,
Black Sabbath,0,0,0,0,0,0,0,UG,,
Black Veil Brides,1,0,0,0,0,0,0,UG,,"Sandra Alvarenga is a former member, in 2010."
Blackberry Smoke,0,0,0,0,0,0,0,UG,,
Blackfoot,0,0,0,0,0,0,0,UG,,
blessthefall,0,0,0,0,0,0,0,UG,,
Blind Faith,0,0,0,0,0,0,0,UG,,
Blind Melon,0,0,0,0,0,0,0,UG,,
Blink-182,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Blink-182,
Bloodhound Gang,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Bloodhound_Gang,
Blue October,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Blue_October,
Blue Rodeo,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Blue_Rodeo,
Blur,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Blur_(band),
Bon Jovi,0,0,0,0,0,0,0,UG,,
Boudewijn de Groot,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Boudewijn_de_Groot,Dutch
Bowling for Soup,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Bowling_for_Soup,
Box Car Racer,0,0,0,0,0,0,0,UG,https://en.wikipedia.org/wiki/Box_Car_Racer,
